Customer_ID,Customer_Name,Gender,Age,State,City,Bank_Branch,Account_Type,Transaction_ID,Transaction_Date,Transaction_Time,Transaction_Amount,Merchant_ID,Transaction_Type,Merchant_Category,Account_Balance,Transaction_Device,Transaction_Location,Device_Type,Risk_Type,Transaction_Currency,Customer_Contact,Transaction_Description,Customer_Email,Is_Fraud_AML
007b9ed9-c60e-4eef-944e-23f184682112,pii_full_name_18134875fb5d,Female,53,Gujarat,Surat,Surat Branch,Business,2f1649d7-8227-4322-a96d-ea13a758467a,17-02-2025,23:07:23,37048.78,8f505a26-87b9-40b6-b13c-c49fb81117b6,Withdrawal,Electronics,94095.45,QR Code Scanner,"Surat, Gujarat",POS,Clean,INR,+91965761XXXXXX,Debt repayment,pii_email_033afe8bff1a,0
007b9ed9-c60e-4eef-944e-23f184682112,pii_full_name_18134875fb5d,Female,53,Gujarat,Surat,Surat Branch,Business,e5c92433-ca05-4c3e-b270-96606cca3dff,14-04-2025,11:11:41,40662.2,438f15ac-405a-4392-9005-118f26dc47c0,Bill Payment,Groceries,84499.7,Mobile Banking App,"Surat, Gujarat",ATM,Clean,INR,+91965761XXXXXX,EMI payment,pii_email_033afe8bff1a,0
007b9ed9-c60e-4eef-944e-23f184682112,pii_full_name_18134875fb5d,Female,53,Gujarat,Surat,Surat Branch,Business,8b5ed314-a1eb-43b2-8107-162ebc059178,01-05-2025,10:17:09,73032.19,b5ab851c-d023-40e9-8010-cee112658bf5,Transfer,Health,95178.26,ATM,"Surat, Gujarat",POS,Clean,INR,+91965761XXXXXX,Movie tickets,pii_email_033afe8bff1a,0
007b9ed9-c60e-4eef-944e-23f184682112,pii_full_name_18134875fb5d,Female,53,Gujarat,Surat,Surat Branch,Business,161e400f-3c95-46b5-935b-8209b12cc7c4,27-05-2025,23:53:00,73603.94,9fc328fe-3f5b-4eb1-bc2c-3c6ea380768d,Bill Payment,Groceries,72024.87,Magnetic Strip Card,"Surat, Gujarat",ATM,Clean,INR,+91965761XXXXXX,Taxi fare,pii_email_033afe8bff1a,0
007b9ed9-c60e-4eef-944e-23f184682112,pii_full_name_18134875fb5d,Female,53,Gujarat,Surat,Surat Branch,Business,de857db9-30e3-490a-8857-963badfe4920,03-07-2025,20:40:17,14111.13,2122d5b6-642c-4532-a6fb-4bf2a0d44c38,Credit,Entertainment,85910.82,Internet Banking,"Surat, Gujarat",Mobile,Clean,INR,+91965761XXXXXX,Debt repayment,pii_email_033afe8bff1a,0
007b9ed9-c60e-4eef-944e-23f184682112,pii_full_name_18134875fb5d,Female,53,Gujarat,Surat,Surat Branch,Business,49ecca01-1434-4086-865a-46e354fe669e,31-07-2025,17:19:50,18636.62,8b69aad1-d695-44aa-9008-55e785aca822,Bill Payment,Restaurant,92231.79,Digital Wallet,"Surat, Gujarat",Desktop,Clean,INR,+91965761XXXXXX,Bitcoin transaction,pii_email_033afe8bff1a,0
007b9ed9-c60e-4eef-944e-23f184682112,pii_full_name_18134875fb5d,Female,53,Gujarat,Surat,Surat Branch,Business,70015063-d7e1-4ad0-980e-6ab944beb018,06-08-2025,02:45:07,62049.84,e70bda4b-4af9-4be0-b1a6-394d88823f12,Withdrawal,Health,93791.46,POS Mobile App,"Surat, Gujarat",ATM,Clean,INR,+91965761XXXXXX,Cash withdrawal,pii_email_033afe8bff1a,0
007b9ed9-c60e-4eef-944e-23f184682112,pii_full_name_18134875fb5d,Female,53,Gujarat,Surat,Surat Branch,Business,f12aac8d-be84-4e2e-b790-e21f7e2cda94,31-08-2025,18:46:24,21961.09,42583392-95ec-4d54-b924-e6d5fc94d422,Debit,Electronics,97800.33,Video Banking,"Surat, Gujarat",ATM,Clean,INR,+91965761XXXXXX,Utility bill,pii_email_033afe8bff1a,0
007b9ed9-c60e-4eef-944e-23f184682112,pii_full_name_18134875fb5d,Female,53,Gujarat,Surat,Surat Branch,Business,e4a0e21b-68c2-478a-af3d-a9c184bc53e3,20-09-2025,20:17:27,59164.15,b5cc4ae6-0159-4a43-a41f-494a399d26ff,Bill Payment,Restaurant,87875.04,Internet Banking,"Surat, Gujarat",POS,Clean,INR,+91965761XXXXXX,Cash withdrawal,pii_email_033afe8bff1a,0
007b9ed9-c60e-4eef-944e-23f184682112,pii_full_name_18134875fb5d,Female,53,Gujarat,Surat,Surat Branch,Business,b37bf407-dd1e-442c-8f62-36acf84c35b1,24-09-2025,01:12:12,21988.27,b158f40d-d15b-4c7e-a68c-726428a53a96,Credit,Groceries,91997.29,Magnetic Strip Card,"Surat, Gujarat",ATM,Clean,INR,+91965761XXXXXX,Online shopping,pii_email_033afe8bff1a,0
007b9ed9-c60e-4eef-944e-23f184682112,pii_full_name_18134875fb5d,Female,53,Gujarat,Surat,Surat Branch,Business,71424887-5457-4deb-b206-679148d2fd85,30-09-2025,16:39:03,18627.74,cd50264e-28be-483c-b3ba-c776224a5853,Withdrawal,Entertainment,70162.1,Biometric ATM,"Surat, Gujarat",ATM,Clean,INR,+91965761XXXXXX,Mobile recharge,pii_email_033afe8bff1a,0
007b9ed9-c60e-4eef-944e-23f184682112,pii_full_name_18134875fb5d,Female,53,Gujarat,Surat,Surat Branch,Business,f3604f42-3d57-4dfb-a5b3-6407db3279a9,01-10-2025,05:32:26,36658.68,dad637b6-e1a6-4ddf-bef5-72b2b9eefa5d,Withdrawal,Health,88565.92,Self-service Banking Machine,"Surat, Gujarat",Mobile,Clean,INR,+91965761XXXXXX,Hotel booking,pii_email_033afe8bff1a,0
007b9ed9-c60e-4eef-944e-23f184682112,pii_full_name_18134875fb5d,Female,53,Gujarat,Surat,Surat Branch,Business,ec28e89e-0569-470f-93a6-398fb74f0adb,27-10-2025,04:51:48,93485.74,f93cf8a1-e6bd-4518-9c40-bcfe4f653f88,Credit,Clothing,99996.44,ATM Booth Kiosk,"Surat, Gujarat",POS,Clean,INR,+91965761XXXXXX,Insurance premium,pii_email_033afe8bff1a,0
007b9ed9-c60e-4eef-944e-23f184682112,pii_full_name_18134875fb5d,Female,53,Gujarat,Surat,Surat Branch,Business,a961c6fe-cafa-46f5-8db2-173c4c86fa03,14-11-2025,20:44:26,65255.48,ee27f522-a183-4446-9365-50e55b38e7f7,Debit,Restaurant,79385.27,Phone Banking,"Surat, Gujarat",Mobile,Clean,INR,+91965761XXXXXX,Utility bill,pii_email_033afe8bff1a,0
007b9ed9-c60e-4eef-944e-23f184682112,pii_full_name_18134875fb5d,Female,53,Gujarat,Surat,Surat Branch,Business,5acc7a76-fad0-449d-9791-f4e0eb1efccf,30-11-2025,02:50:43,55522.91,8ce2cda1-1eb3-41bb-ae6b-e5560db69882,Bill Payment,Entertainment,64609.81,Digital Wallet,"Surat, Gujarat",ATM,Clean,INR,+91965761XXXXXX,Flight ticket,pii_email_033afe8bff1a,0
039032be-e32f-4b79-882e-b15a16ba924c,pii_full_name_fedb4470d2cb,Male,35,Rajasthan,Udaipur,Udaipur Branch,Business,35b4a102-029f-4218-85d3-1dbc6c92c3bd,09-01-2025,21:03:12,53110.29,996a3fd1-0618-40c1-bb23-e4be1cea7007,Bill Payment,Health,83738.1,Contactless Card,"Udaipur, Rajasthan",POS,Clean,INR,+91910338XXXXXX,Grocery delivery,pii_email_f5c9b639d8cc,0
039032be-e32f-4b79-882e-b15a16ba924c,pii_full_name_fedb4470d2cb,Male,35,Rajasthan,Udaipur,Udaipur Branch,Business,1d76a42d-a2b2-4703-bd2c-3c837f58d0f0,31-01-2025,04:10:27,93943.23,1026f4d7-78b9-4271-a264-62c5145e2838,Credit,Entertainment,79326.52,ATM Booth Kiosk,"Udaipur, Rajasthan",POS,Clean,INR,+91910338XXXXXX,Grocery delivery,pii_email_f5c9b639d8cc,0
039032be-e32f-4b79-882e-b15a16ba924c,pii_full_name_fedb4470d2cb,Male,35,Rajasthan,Udaipur,Udaipur Branch,Business,bd2c1de1-009c-4685-94e9-9f3434f6696e,14-05-2025,20:23:08,69416.98,b9cb0ed6-5831-4fe2-a47a-d22eac2c20e0,Debit,Entertainment,69932.2,Voice Assistant,"Udaipur, Rajasthan",Desktop,Clean,INR,+91910338XXXXXX,Mobile recharge,pii_email_f5c9b639d8cc,0
039032be-e32f-4b79-882e-b15a16ba924c,pii_full_name_fedb4470d2cb,Male,35,Rajasthan,Udaipur,Udaipur Branch,Business,87f2fcc5-d997-4998-a333-113000357618,17-06-2025,14:18:09,79092.43,d5fdf1d3-4999-4f55-ae6e-4fec7a80e5fe,Debit,Groceries,82149.38,Branch Counter,"Udaipur, Rajasthan",Mobile,Clean,INR,+91910338XXXXXX,Mutual fund investment,pii_email_f5c9b639d8cc,0
039032be-e32f-4b79-882e-b15a16ba924c,pii_full_name_fedb4470d2cb,Male,35,Rajasthan,Udaipur,Udaipur Branch,Business,42e3c420-4627-4590-b99d-fdaee58d26cb,14-08-2025,06:27:54,71881.18,84bacc87-2f0d-4ea9-8670-a0c616695107,Withdrawal,Groceries,85696.0,Debit/Credit Card,"Udaipur, Rajasthan",POS,Clean,INR,+91910338XXXXXX,Online shopping,pii_email_f5c9b639d8cc,0
039032be-e32f-4b79-882e-b15a16ba924c,pii_full_name_fedb4470d2cb,Male,35,Rajasthan,Udaipur,Udaipur Branch,Business,a97f1590-5ff5-4221-8bb1-aea45cb1b82c,15-08-2025,23:51:51,91460.28,cccf3c5a-5e0b-4075-9bb5-61588d1df453,Credit,Electronics,92884.12,QR Code Scanner,"Udaipur, Rajasthan",POS,Clean,INR,+91910338XXXXXX,Debt repayment,pii_email_f5c9b639d8cc,0
039032be-e32f-4b79-882e-b15a16ba924c,pii_full_name_fedb4470d2cb,Male,35,Rajasthan,Udaipur,Udaipur Branch,Business,6cdf53dd-8990-42a4-abcf-0b13f08c952d,23-10-2025,01:40:15,4660.9,ef2711f9-5f27-4274-a0bf-dadd51a5fd93,Withdrawal,Health,78860.43,UPI,"Udaipur, Rajasthan",Mobile,Clean,INR,+91910338XXXXXX,Bus ticket,pii_email_f5c9b639d8cc,0
039032be-e32f-4b79-882e-b15a16ba924c,pii_full_name_fedb4470d2cb,Male,35,Rajasthan,Udaipur,Udaipur Branch,Business,fd29f7e5-d170-44b1-8029-a08509e7dc61,27-10-2025,05:44:04,50727.59,c1191675-3898-4757-ab7f-503282cc4220,Credit,Groceries,90058.62,Video Banking,"Udaipur, Rajasthan",ATM,Clean,INR,+91910338XXXXXX,Jewelry purchase,pii_email_f5c9b639d8cc,0
039032be-e32f-4b79-882e-b15a16ba924c,pii_full_name_fedb4470d2cb,Male,35,Rajasthan,Udaipur,Udaipur Branch,Business,eee722b9-9e9b-4e27-a02d-18e7b59ef843,12-11-2025,12:47:22,35573.81,77ac8fd7-9552-413d-ab92-811174e41991,Transfer,Health,89049.12,QR Code Scanner,"Udaipur, Rajasthan",Desktop,Clean,INR,+91910338XXXXXX,Bus ticket,pii_email_f5c9b639d8cc,0
039032be-e32f-4b79-882e-b15a16ba924c,pii_full_name_fedb4470d2cb,Male,35,Rajasthan,Udaipur,Udaipur Branch,Business,a478f427-d016-4e98-bc96-961c712949ec,13-12-2025,04:01:14,66313.1,141290d0-9071-49a5-8606-3386ed029f5f,Credit,Clothing,85491.74,Branch Counter,"Udaipur, Rajasthan",POS,Clean,INR,+91910338XXXXXX,Cash withdrawal,pii_email_f5c9b639d8cc,1
039032be-e32f-4b79-882e-b15a16ba924c,pii_full_name_fedb4470d2cb,Male,35,Rajasthan,Udaipur,Udaipur Branch,Business,47888961-c2af-44bd-bcb7-610e1a722d21,26-12-2025,09:44:17,52754.77,c425a642-aafa-4124-a14c-e700c42819e5,Debit,Restaurant,76873.9,Phone Banking,"Udaipur, Rajasthan",Desktop,Clean,INR,+91910338XXXXXX,Online shopping,pii_email_f5c9b639d8cc,0
039f7104-6047-477c-8cd1-97785f7b1387,pii_full_name_87820fad342e,Female,57,Uttar Pradesh,Varanasi,Varanasi Branch,Business,c51ddb5c-1853-4b89-aa85-25f9a316eefb,14-01-2025,15:55:57,16621.96,58482ae8-508b-49ba-b655-e202a5f7f213,Debit,Health,5184.4,Mobile Banking App,"Varanasi, Uttar Pradesh",ATM,Clean,INR,+91979768XXXXXX,Mutual fund investment,pii_email_aba703aefd25,0
039f7104-6047-477c-8cd1-97785f7b1387,pii_full_name_87820fad342e,Female,57,Uttar Pradesh,Varanasi,Varanasi Branch,Business,5023cf0f-5016-44e1-b54d-36c7c85945a7,28-02-2025,09:46:00,4870.65,45007238-a717-4f15-b47e-d4434676eeab,Bill Payment,Health,5029.66,Debit/Credit Card,"Varanasi, Uttar Pradesh",Desktop,Clean,INR,+91979768XXXXXX,Pharmacy bill,pii_email_aba703aefd25,0
039f7104-6047-477c-8cd1-97785f7b1387,pii_full_name_87820fad342e,Female,57,Uttar Pradesh,Varanasi,Varanasi Branch,Business,c6a65ed3-1693-4c67-ad68-2b85f41ea40e,07-04-2025,21:15:16,23614.58,13d533e0-c312-4752-a889-b337b184c462,Withdrawal,Health,13227.69,Internet Banking,"Varanasi, Uttar Pradesh",ATM,Clean,INR,+91979768XXXXXX,Gym membership,pii_email_aba703aefd25,0
039f7104-6047-477c-8cd1-97785f7b1387,pii_full_name_87820fad342e,Female,57,Uttar Pradesh,Varanasi,Varanasi Branch,Business,e7eef7ea-dec5-4413-b02c-b441b2b5fa57,06-06-2025,00:45:33,22879.5,53629234-9e19-42b1-8762-2055ff52032b,Withdrawal,Clothing,6846.59,Video Banking,"Varanasi, Uttar Pradesh",Mobile,Clean,INR,+91979768XXXXXX,Online shopping,pii_email_aba703aefd25,0
039f7104-6047-477c-8cd1-97785f7b1387,pii_full_name_87820fad342e,Female,57,Uttar Pradesh,Varanasi,Varanasi Branch,Business,a4fdd60d-36dd-40fb-9471-ac52c2b8989c,22-07-2025,06:49:12,51319.56,d5167b69-68db-4093-9ac1-3886f014a27c,Credit,Clothing,10161.62,Internet Banking,"Varanasi, Uttar Pradesh",POS,Clean,INR,+91979768XXXXXX,Pharmacy bill,pii_email_aba703aefd25,0
039f7104-6047-477c-8cd1-97785f7b1387,pii_full_name_87820fad342e,Female,57,Uttar Pradesh,Varanasi,Varanasi Branch,Business,b2994f00-aa6a-41e7-8310-99188ec4fce1,06-08-2025,04:12:44,73086.13,538cb13a-77f3-4208-8e1a-0156cd295aeb,Withdrawal,Groceries,5029.66,Internet Banking,"Varanasi, Uttar Pradesh",Desktop,Clean,INR,+91979768XXXXXX,Gas bill,pii_email_aba703aefd25,0
039f7104-6047-477c-8cd1-97785f7b1387,pii_full_name_87820fad342e,Female,57,Uttar Pradesh,Varanasi,Varanasi Branch,Business,5f8c0884-2afd-457e-ab82-39c721184214,14-11-2025,12:39:48,47074.47,4f8edf82-09b3-4403-8d0f-0b273603fedb,Withdrawal,Restaurant,5029.66,Mobile Banking App,"Varanasi, Uttar Pradesh",Desktop,Clean,INR,+91979768XXXXXX,Bitcoin transaction,pii_email_aba703aefd25,0
039f7104-6047-477c-8cd1-97785f7b1387,pii_full_name_87820fad342e,Female,57,Uttar Pradesh,Varanasi,Varanasi Branch,Business,a15fa37d-238e-46df-9254-111a63820ed9,16-12-2025,03:00:42,40931.48,7148b030-89b3-461a-9b9a-c3be615a05f8,Bill Payment,Restaurant,9134.54,Contactless Card,"Varanasi, Uttar Pradesh",Mobile,Clean,INR,+91979768XXXXXX,Pharmacy bill,pii_email_aba703aefd25,0
047fd56f-54c9-4e90-bcf3-a4f64fcfa205,pii_full_name_c4a84d50d500,Female,57,Madhya Pradesh,Indore,Indore Branch,Savings,42e631c4-befa-496a-aaf6-7ca959fcf99d,17-03-2025,23:18:08,3126.19,1ef4142e-744d-4a9d-ba80-593e42ae171b,Debit,Entertainment,79153.63,Virtual Card,"Indore, Madhya Pradesh",Mobile,Clean,INR,+91994458XXXXXX,Hotel booking,pii_email_a7ac0464d31d,0
047fd56f-54c9-4e90-bcf3-a4f64fcfa205,pii_full_name_c4a84d50d500,Female,57,Madhya Pradesh,Indore,Indore Branch,Savings,3cb9aaae-a45a-4ead-8ca8-297bb0458b1f,26-04-2025,11:25:32,65324.27,78fde614-fb91-4ab0-b8a7-c8b6172af6c7,Credit,Entertainment,88829.32,ATM,"Indore, Madhya Pradesh",POS,Clean,INR,+91994458XXXXXX,Train ticket,pii_email_a7ac0464d31d,0
047fd56f-54c9-4e90-bcf3-a4f64fcfa205,pii_full_name_c4a84d50d500,Female,57,Madhya Pradesh,Indore,Indore Branch,Savings,28f09fb4-9fef-4519-b1ed-39f960100017,19-10-2025,20:19:35,93630.71,690240d6-8e92-489f-9a46-f9d7a484d51d,Bill Payment,Groceries,79466.25,Internet Banking,"Indore, Madhya Pradesh",Mobile,Clean,INR,+91994458XXXXXX,Restaurant dining,pii_email_a7ac0464d31d,0
0487f3c6-35e6-47e8-ba17-ed127789be47,pii_full_name_f81d379822eb,Female,30,Uttar Pradesh,Lucknow,Lucknow Branch,Business,783bbc93-7a3d-4bd2-a454-187689697ce4,15-03-2025,16:35:55,4388.67,2a90d18f-f518-402a-afb1-42257b9638d3,Withdrawal,Electronics,83718.03,Voice Assistant,"Lucknow, Uttar Pradesh",POS,Clean,INR,+91966661XXXXXX,Bitcoin transaction,pii_email_353321261e12,0
0487f3c6-35e6-47e8-ba17-ed127789be47,pii_full_name_f81d379822eb,Female,30,Uttar Pradesh,Lucknow,Lucknow Branch,Business,22ec0952-3b6f-442a-a92a-9c7b2de69cab,24-07-2025,21:55:30,7887.78,83571364-3a7a-4935-8089-f13c1972c476,Transfer,Electronics,84506.81,Chip Card,"Lucknow, Uttar Pradesh",Mobile,Clean,INR,+91966661XXXXXX,Debt repayment,pii_email_353321261e12,0
